Name,Ticker,Sub-Sector
Aryan Share & Stock Brokers Ltd,ARYAN,Investment Banking & Brokerage
Ascom Leasing & Investments Ltd,ASCOM,Consumer Finance
Ashiana Agro Industries Ltd,ASHAI,Investment Banking & Brokerage
Ashika Credit Capital Ltd,ASHIKACR,Diversified Financials
Ashirwad Capital Ltd,ASHCAP,Diversified Financials
Asia Capital Ltd,ASIACAP,Investment Banking & Brokerage
Asit C Mehta Financial Services Ltd,ASITCFIN,Diversified Financials
Asutosh Enterprises Ltd,ASUTENT,Investment Banking & Brokerage
Avonmore Capital & Management Services Ltd,AVONMORE,Investment Banking & Brokerage
Axis Bank Limited,AXISBANK,Private Banks
B P Capital Ltd,BPCAP,Investment Banking & Brokerage
BAMPSL Securities Ltd,BAMPSL,Diversified Financials
BF Investment Ltd,BFINVEST,Asset Management
BFL Asset Finvest Ltd,BFLAFL,Investment Banking & Brokerage
BLB Ltd,BLBLIMITED,Investment Banking & Brokerage
BSE Ltd,BSE,Stock Exchanges & Ratings
Bajaj Finance Limited,BAJFINANCE,Consumer Finance
Bajaj Finserv Ltd,BAJAJFINSV,Insurance
Bajaj Global Ltd,BAJGLOB,Consumer Finance
Bajaj Holdings & Investment Limited,BAJAJHLDNG,Asset Management
Bandhan Bank Ltd,BANDHANBNK,Private Banks
Bank of Baroda Ltd,BANKBARODA,Public Banks
Bank of India Ltd,BANKINDIA,Public Banks
Bank of Maharashtra Ltd,MAHABANK,Public Banks
Bartronics India Ltd,BARTRONICS,Payment Infrastructure
Bazel International Ltd,BAZELINTER,Investment Banking & Brokerage
Bengal & Assam Company Ltd,BENGALASM,Diversified Financials
Bervin Investment and Leasing Ltd,BERVINL,Diversified Financials
Beryl Securities Ltd,BERYLSE,Diversified Financials
Bharat Bhushan Finance And Commodity Brokers Ltd,BHARAT,Diversified Financials
Blue Chip India Ltd,BLUECHIP,Asset Management
BlueBlood Ventures Ltd,BVL,Investment Banking & Brokerage
Bridge Securities Ltd,BRIDGESE,Investment Banking & Brokerage
Brijlaxmi Leasing and Finance Ltd,BRIJLEAS,Investment Banking & Brokerage
Brilliant Portfolios Ltd,BRIPORT,Investment Banking & Brokerage
CARE Ratings Limited,CARERATING,Stock Exchanges & Ratings
CNI Research Ltd,CNIRESLTD,Diversified Financials
CRISIL Limited,CRISIL,Stock Exchanges & Ratings
CSB Bank Ltd,CSBBANK,Private Banks
CSL Finance Ltd,CSLFINANCE,Specialized Finance
Can Fin Homes Ltd,CANFINHOME,Home Financing
Canara Bank Ltd,CANBK,Public Banks
Canopy Finance Ltd,CANOPYFIN,Investment Banking & Brokerage
Capital India Finance Ltd,CIFL,Diversified Financials
Capital Trade Links Ltd,CTL,Consumer Finance
Capital Trust Ltd,CAPTRUST,Consumer Finance
Capri Global Capital Limited,CGCL,Consumer Finance
Ceejay Finance Ltd,CEEJAY,Consumer Finance
Central Bank of India Ltd,CENTRALBK,Public Banks
Central Depository Services (India) Ltd,CDSL,Stock Exchanges & Ratings
Centrum Capital Ltd,CENTRUM,Diversified Financials
Charms Industries Ltd,CHARMS,Consumer Finance
Chartered Capital and Investment Ltd,CHRTEDCA,Investment Banking & Brokerage
Choice International Ltd,CHOICEIN,Investment Banking & Brokerage
Cholamandalam Financial Holdings Limited,CHOLAHLDNG,Diversified Financials
Cholamandalam Investment and Finance Company Limited,CHOLAFIN,Consumer Finance
Cindrella Financial Services Ltd,CINDRELL,Diversified Financials
Citi Port Financial Services Ltd,CITIPOR,Diversified Financials
City Union Bank Ltd,CUB,Private Banks
Classic Global Finance and Capital Ltd,CCFCL,Investment Banking & Brokerage
Classic Leasing & Finance Ltd,CLFL,Diversified Financials
Clio Infotech Ltd,CLIOINFO,Consumer Finance
Comfort Fincap Ltd,COMFINCAP,Diversified Financials
Comfort Intech Ltd,COMFINTE,Consumer Finance
Computer Age Management Services Ltd,CAMS,Diversified Financials
Confidence Finance and Trading Ltd,CONFINT,Investment Banking & Brokerage
Consecutive Investments & Trading Co Ltd,CITL,Investment Banking & Brokerage
Consolidated Finvest & Holdings Ltd,CONSOFINVT,Asset Management
Continental Securities Ltd,CSL,Investment Banking & Brokerage
Corporate Merchant Bankers Ltd,CMBL,Investment Banking & Brokerage
Cox & Kings Financial Service Ltd,CKFSL,Diversified Financials
CreditAccess Grameen Ltd,CREDITACC,Consumer Finance
Crest Ventures Limited,CREST,Asset Management
DB (International) Stock Brokers Ltd,DBSTOCKBRO,Investment Banking & Brokerage
DCB BANK LIMITED,DCBBANK,Private Banks
DCM Financial Services Ltd,DCMFINSERV,Consumer Finance
Dalal Street Investments Ltd,DSINVEST,Investment Banking & Brokerage
Daulat Securities Ltd,DAULAT,Investment Banking & Brokerage
Decillion Finance Ltd,DFL,Investment Banking & Brokerage
Dhani Services Limited,DHANI,Investment Banking & Brokerage
Dhanlaxmi Bank Limited,DHANBANK,Private Banks
Dhanvarsha Finvest Ltd,DHANVARSHA,Consumer Finance
Dharani Finance Ltd,DHARFIN,Diversified Financials
Dhruva Capital Services Ltd,DHRUVCA,Specialized Finance
Dhunseri Investments Ltd,DHUNINV,Asset Management
Dolat Algotech Limited,DOLATALGO,Investment Banking & Brokerage
Dynamic Archistructures Ltd,DAL,Diversified Financials
Dynavision Ltd,DYNAVSN,Diversified Financials
Edelweiss Financial Services Limited,EDELWEISS,Diversified Financials
Eiko Lifesciences Ltd,EIKO,Diversified Financials
Ekam Leasing and Finance Co Ltd,EKAMLEA,Investment Banking & Brokerage
Elcid Investments Ltd,ELCIDIN,Investment Banking & Brokerage
Elitecon International Ltd,ELITECON,Investment Banking & Brokerage
Elixir Capital Ltd,ELIXIR,Diversified Financials
Emkay Global Financial Services Limited,EMKAY,Investment Banking & Brokerage
Enbee Trade and Finance Ltd,ENBETRD,Specialized Finance
Equitas Holdings Ltd,EQUITAS,Consumer Finance
Equitas Small Finance Bank Ltd,EQUITASBNK,Private Banks
Esaar (India) Ltd,ESARIND,Diversified Financials
Essar Securities Ltd,ESSARSEC,Investment Banking & Brokerage
Explicit Finance Ltd,EXPLICITFIN,Investment Banking & Brokerage
F Mec International Financial Services Ltd,FMEC,Consumer Finance
Federal Bank Ltd,FEDERALBNK,Private Banks
Finkurve Financial Services Ltd,FINKURVE,Diversified Financials
Fino Payments Bank Ltd,FINOPB,Private Banks
First Custodian Fund (India) Ltd,1STCUS,Investment Banking & Brokerage
